@relation c_matrix-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false,true}

@data
3,1,0,0,0,1,0,1,529,1,16,0,true
4,2,1,0,0,1,14,0,45,3,10,0,false
15,8,2,0,0,1,6,2,957,2,88,0,false
3,1,0,0,0,1,0,1,334,4,18,0,false
11,6,1,0,1,0,0,6,45,3,11,0,false
8,7,0,0,0,6,2,5,974,2,45,0,true
3,1,0,0,0,1,0,0,334,4,17,0,false
6,3,2,1,0,2,3,3,974,1,15,0,false
15,5,6,0,0,2,0,1,931,2,48,0,false
4,1,0,0,0,0,0,3,457,1,21,0,false
10,5,0,0,0,0,2,2,1098,4,47,0,false
3,1,0,0,0,1,1,0,457,4,53,0,true
5,2,2,0,0,1,0,0,168,2,4,0,false
4,2,0,0,0,0,5,1,440,4,39,0,true
3,1,0,0,0,0,0,0,45,2,7,0,false
3,1,0,0,0,1,0,2,1098,2,32,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
3,1,0,0,0,0,0,0,1081,1,14,0,false
10,5,3,0,0,4,0,4,1016,1,12,0,false
3,1,0,0,0,1,0,0,470,2,4,0,false
8,3,2,0,0,0,1,5,45,2,8,0,false
1,1,0,0,0,0,0,0,45,1,4,0,false
3,1,0,0,0,1,0,0,974,3,28,0,false
3,1,0,0,0,1,0,0,1081,1,14,0,false
1,1,0,0,0,0,1,0,632,1,10,0,false
1,1,0,0,0,0,0,0,706,1,3,0,false
43,9,22,2,0,1,2,4,787,1,16,0,true
7,5,3,1,0,0,1,2,366,2,9,0,false
3,1,0,1,0,1,1,1,440,4,39,0,true
4,3,0,0,0,2,0,2,317,1,3,0,false
9,3,1,0,1,0,0,3,457,4,53,0,true
11,2,2,0,1,1,3,4,334,2,6,0,false
2,1,0,0,0,0,0,0,334,3,12,0,true
3,2,0,0,0,1,0,1,629,1,18,0,true
10,4,4,0,0,3,3,1,334,2,16,0,true
1,1,0,0,0,0,8,0,45,2,5,0,false
4,2,1,0,0,0,0,0,1,1,2,0,false
3,1,1,0,0,0,0,0,529,4,29,0,false
3,1,0,0,0,1,0,0,1007,3,9,0,false
3,1,0,0,0,0,0,3,185,2,10,0,true
2,1,0,0,0,0,1,0,94,1,6,0,false
8,3,1,0,0,0,0,1,168,1,4,0,false
14,7,6,0,0,1,3,3,37,2,3,0,false
4,2,0,0,0,2,0,0,1081,2,40,0,false
3,2,0,0,0,1,3,1,0,1,5,0,false
8,5,1,0,0,2,1,0,629,1,18,0,true
3,1,0,0,0,0,0,0,317,1,3,0,false
4,1,1,0,0,0,0,1,45,3,11,0,false
4,2,0,0,0,2,0,0,334,2,6,0,false
3,1,0,0,0,1,0,0,612,1,8,0,false
3,1,0,0,0,1,2,0,612,3,15,0,true
3,1,0,1,0,1,0,0,37,2,6,0,false
3,1,0,0,0,0,0,0,1007,1,10,0,false
1,1,0,0,0,0,0,0,45,3,8,0,false
5,3,3,0,0,0,14,0,440,1,7,0,false
6,3,3,0,0,1,1,0,185,4,30,0,true
4,1,0,0,0,0,0,1,334,3,28,0,false
1,1,0,0,0,0,2,0,529,1,20,0,false
3,1,0,0,0,1,0,0,1007,2,7,0,false
4,3,1,0,0,0,0,0,1022,4,85,0,true
3,1,0,0,0,0,0,0,1098,3,61,0,false
3,1,0,0,0,1,2,0,440,5,17,0,true
4,2,1,0,0,1,0,1,37,2,4,0,false
1,1,0,0,0,0,0,0,512,1,12,0,false
3,1,0,0,0,0,0,4,334,3,13,0,false
15,6,2,0,0,0,1,13,629,1,55,0,true
1,1,0,0,0,0,7,0,629,1,11,0,false
4,1,2,0,0,0,5,0,629,1,36,0,true
7,6,0,0,0,1,1,1,57,1,1,0,false
3,1,0,0,0,1,1,0,317,4,11,0,true
4,2,1,0,0,1,3,0,45,3,8,0,false
8,6,1,0,0,0,2,2,334,3,25,0,true
3,3,0,0,0,1,10,0,366,1,7,0,false
3,1,0,0,0,1,0,0,71,1,1,0,false
3,1,0,0,0,1,1,1,457,2,9,0,false
3,1,0,0,0,1,0,1,37,3,6,0,false
3,1,0,0,0,1,10,2,529,3,33,0,false
3,1,0,0,0,1,7,0,168,2,5,0,false
3,1,0,0,0,1,0,1,185,3,23,0,false
3,1,0,0,0,1,0,0,1098,3,61,0,false
3,1,0,0,0,1,0,1,45,2,8,0,false
3,1,0,0,0,1,3,0,612,6,67,0,true
3,1,0,0,0,1,0,1,629,1,40,0,false
4,2,0,0,0,2,9,0,1022,3,53,0,false
1,1,0,0,0,0,1,0,185,2,13,0,false
18,7,3,0,2,2,1,5,1081,8,108,0,false
10,1,0,0,1,0,4,4,785,3,70,0,true
3,1,0,0,0,1,0,1,1022,3,44,0,false
5,3,0,0,0,3,0,2,37,3,6,0,false
12,1,0,0,1,0,8,9,185,4,27,0,true
3,1,0,0,0,1,4,1,457,5,47,0,true
1,1,0,0,0,0,0,0,785,1,12,0,false
3,1,0,0,0,1,0,1,334,2,11,0,false
3,1,0,0,0,1,0,0,37,3,6,0,false
3,1,0,0,0,1,0,1,185,1,5,0,false
5,1,2,0,0,0,7,1,457,1,7,0,false
3,1,0,0,0,0,0,1,317,2,4,0,false
3,1,0,0,0,0,0,0,185,2,10,0,false
3,2,0,0,0,1,0,0,185,2,5,0,false
1,1,0,0,0,0,0,0,440,1,14,0,false
3,1,0,0,0,1,0,2,785,2,16,0,false
1,1,0,0,0,0,2,0,957,3,15,0,true
3,1,0,0,0,1,0,0,45,2,5,0,false
7,2,1,0,0,2,0,2,168,3,4,0,false
3,1,0,0,0,1,0,1,974,3,34,0,true
5,1,1,0,0,1,0,1,529,1,13,0,false
3,1,0,0,0,1,1,0,334,3,28,0,false
3,1,0,0,0,1,0,0,37,2,4,0,false
3,1,0,0,0,1,0,0,37,2,3,0,false
3,1,0,0,0,1,1,0,706,1,11,0,false
12,7,5,0,0,2,1,0,457,4,21,0,true
4,1,0,0,0,1,1,1,1079,1,10,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
5,1,3,0,0,0,0,0,45,1,4,0,false
3,1,0,0,0,0,0,0,883,2,9,0,false
4,2,0,0,0,2,48,1,529,3,45,0,true
1,1,0,0,0,0,1,0,168,1,3,0,false
3,1,0,0,0,0,0,0,457,1,18,0,false
3,1,0,0,0,1,0,0,37,3,6,0,false
1,1,0,0,0,0,0,0,785,1,17,0,false
3,2,0,0,0,0,4,1,1098,2,45,0,true
7,4,2,0,0,0,2,1,45,3,11,0,false
3,1,0,0,0,1,1,1,612,1,4,0,false
3,1,0,0,0,0,0,0,185,3,15,0,true
3,2,0,0,0,1,0,0,0,1,3,0,false
2,1,0,0,0,0,0,0,706,1,13,0,false
8,3,2,0,0,1,0,0,1081,3,70,0,false
3,1,0,0,0,1,0,1,785,2,16,0,false
3,1,0,0,0,0,0,0,1007,2,9,0,false
10,4,0,0,1,0,2,4,45,3,11,0,false
3,1,1,0,0,0,1,0,457,5,47,0,true
3,1,0,0,0,1,15,0,440,1,5,0,true
3,1,0,0,0,0,0,0,168,3,7,0,false
4,3,0,0,0,2,0,2,45,1,4,0,false
4,2,0,0,0,2,0,2,785,3,70,0,true
4,1,1,0,0,0,0,4,45,2,6,0,false
7,3,4,0,0,2,4,1,1022,2,18,0,false
3,1,0,0,0,0,2,1,1081,2,24,0,true
3,1,0,0,0,0,2,0,612,6,67,0,true
3,1,1,0,0,0,0,0,168,2,9,0,true
3,1,0,0,0,1,3,0,612,2,13,0,true
3,1,0,0,0,0,0,3,185,2,10,0,true
9,2,0,0,0,0,0,3,393,1,11,0,false
2,1,0,0,0,0,0,0,612,2,24,0,true
3,1,0,0,0,0,0,0,1098,3,61,0,false
3,1,0,0,0,0,0,0,317,2,9,0,false
3,1,0,0,0,1,0,0,168,3,7,0,false
9,1,0,0,1,1,0,2,706,1,25,0,true
3,2,0,0,0,0,0,3,529,1,13,0,false
4,1,1,0,0,1,0,3,45,2,7,0,false
3,2,0,0,0,1,2,1,54,1,3,0,false
14,8,5,0,0,2,0,2,1005,3,93,0,true
3,1,0,0,0,1,0,1,185,2,10,0,true
3,1,0,0,0,1,0,0,21,1,1,0,false
3,1,1,0,0,0,3,0,785,2,39,0,true
3,1,0,0,0,1,0,1,37,3,6,0,false
3,1,0,0,0,1,0,1,612,1,17,0,true
3,2,0,0,0,1,0,0,2,1,1,0,false
3,1,0,0,0,1,0,0,438,1,6,0,false
6,1,0,0,0,1,0,4,334,2,6,0,false
3,1,0,0,0,1,0,1,612,1,17,0,true
3,1,0,0,0,0,1,0,317,1,3,0,false
6,4,1,0,0,2,3,0,37,2,3,0,false
8,2,0,0,0,0,0,0,768,4,80,0,true
3,1,0,0,0,1,4,0,957,1,14,0,true
9,3,1,0,1,0,0,3,1022,4,85,0,true
3,1,0,0,0,1,0,1,529,1,23,0,false
3,2,0,0,0,1,3,1,185,2,6,0,true
3,1,0,0,0,1,0,0,0,2,15,0,false
5,2,2,1,0,0,2,2,366,4,37,0,false
3,1,1,0,0,0,0,0,45,1,4,0,false
4,3,0,0,0,2,0,1,334,4,18,0,false
1,1,0,0,0,0,0,0,1098,2,19,0,false
1,1,0,0,0,0,0,0,974,1,25,0,false
15,2,2,0,1,0,1,8,334,2,6,0,false
1,1,0,0,0,0,1,0,1022,2,13,0,false
3,1,0,0,0,1,1,0,45,2,6,0,false
3,1,0,0,0,1,1,0,1081,1,13,0,false
7,3,3,0,0,0,0,1,0,1,5,0,false
2,1,0,0,0,0,0,0,1005,3,93,0,true
3,1,1,0,0,0,0,0,0,2,6,0,false
3,1,0,0,0,1,0,0,457,3,15,0,false
1,1,0,0,0,0,4,0,974,1,6,0,false
5,4,0,0,0,1,0,4,149,2,13,0,true
3,1,0,0,0,1,0,1,529,1,13,0,false
5,2,0,0,0,2,0,2,1098,4,91,0,true
3,6,0,0,0,0,8,3,457,4,53,0,true
3,1,0,0,0,0,0,0,457,3,15,0,false
3,1,0,0,0,1,0,2,438,1,10,0,false
12,1,0,0,1,0,8,9,457,2,40,0,true
1,1,0,0,0,0,0,0,45,3,8,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,538,1,41,0,false
4,3,2,0,0,0,0,0,1098,4,91,0,true
1,1,0,0,0,0,1,0,45,3,8,0,false
3,1,0,0,0,1,0,0,243,2,6,0,false
3,1,1,0,0,0,0,0,957,1,7,0,false
3,1,0,0,0,1,0,1,974,2,39,0,true
13,7,6,0,0,2,3,1,1081,1,13,0,false
8,1,0,0,0,1,0,1,376,1,10,0,false
7,4,3,1,0,0,1,2,94,1,6,0,false
3,1,0,0,0,1,1,0,974,4,46,0,true
4,2,0,0,0,1,4,0,584,2,18,0,false
3,1,0,0,0,0,0,0,168,3,7,0,false
1,1,0,0,0,0,1,0,1022,1,20,0,false
3,1,0,0,0,1,0,0,37,1,2,0,false
5,1,2,0,0,0,0,0,94,1,6,0,false
3,1,0,0,0,1,0,0,185,3,8,0,false
1,1,0,0,0,0,0,0,629,1,16,0,false
4,1,1,0,0,1,0,1,974,1,12,0,false
3,1,0,0,0,1,0,0,334,4,17,0,false
4,2,0,0,0,1,19,0,957,1,14,0,true
3,1,0,0,0,1,2,1,785,1,10,0,false
3,1,0,0,0,0,0,0,1007,1,7,0,false
8,2,0,0,1,2,0,0,768,1,9,0,true
11,2,0,0,1,1,5,6,1098,4,76,0,true
3,1,0,0,0,0,0,0,440,3,9,0,false
1,1,0,0,0,0,0,0,457,1,8,0,false
3,1,0,0,0,0,1,0,974,1,15,0,false
14,7,8,0,0,2,0,1,1098,1,24,0,false
5,2,1,0,0,1,1,6,768,1,14,0,false
3,1,0,0,0,1,2,0,0,1,5,0,false
13,5,7,0,0,1,2,3,45,3,8,0,false
13,11,6,0,0,2,1,6,334,3,25,0,true
3,1,1,0,0,0,0,0,90,1,1,0,false
3,1,1,0,0,0,0,0,45,2,6,0,false
16,4,1,0,0,0,1,1,440,5,17,0,true
3,1,1,0,0,0,6,0,529,1,38,0,false
1,1,0,0,0,0,0,0,883,1,6,0,false
3,1,0,0,0,0,0,1,706,1,10,0,false
1,1,0,0,0,0,0,0,957,1,13,0,false
3,1,0,0,0,1,0,0,470,2,4,0,false
2,1,0,0,0,0,0,0,457,4,19,0,false
3,1,0,0,0,1,0,0,1007,3,9,0,false
3,1,1,0,0,0,1,0,457,4,24,0,false
3,1,0,1,0,1,4,1,440,1,5,0,true
1,1,0,0,0,0,1,0,529,4,21,0,false
3,1,0,0,0,0,0,0,957,1,13,0,false
1,1,0,0,0,0,2,0,185,2,5,0,false
1,1,0,0,0,0,1,0,185,2,13,0,false
3,1,0,0,0,1,2,0,45,3,13,0,false
3,1,0,0,0,1,0,0,957,1,8,0,false
1,1,0,0,0,0,0,0,74,1,3,0,false
3,1,0,0,0,1,0,1,1022,3,44,0,false
1,1,0,0,0,0,1,0,768,2,7,0,false
4,2,1,0,0,1,6,0,82,1,1,0,false
3,1,0,0,0,0,0,1,974,2,18,0,false
3,2,0,0,0,1,1,0,512,1,17,0,true
3,1,0,0,0,1,0,0,366,3,16,0,false
1,1,0,0,0,0,0,0,45,1,4,0,false
6,7,2,2,0,3,2,0,0,1,5,0,false
3,1,0,0,0,1,0,1,37,2,3,0,false
34,12,0,0,1,1,0,12,272,4,17,0,true
3,2,0,0,0,1,2,0,974,1,26,0,false
1,1,0,0,0,0,1,0,457,1,12,0,false
3,1,0,0,0,1,3,1,723,1,25,0,false
3,1,0,0,0,1,0,0,1098,3,61,0,false
6,4,3,0,0,1,1,2,317,2,5,0,true
5,2,1,0,0,2,4,2,629,2,30,0,true
3,1,0,0,0,1,0,0,883,3,15,0,false
5,2,1,0,0,1,1,3,1098,3,42,0,false
11,3,5,0,0,1,2,9,457,4,21,0,true
21,4,4,0,2,0,0,7,1022,4,85,0,true
5,6,1,0,0,1,0,1,0,1,4,0,false
4,2,0,0,0,2,3,0,612,6,67,0,true
3,1,0,0,0,1,0,0,974,2,39,0,true
3,1,0,0,0,0,0,0,883,1,8,0,false
1,1,0,0,0,0,1,0,974,1,11,0,false
1,1,0,0,0,0,0,0,334,1,8,0,false
1,1,0,0,0,0,5,0,629,1,11,0,false
17,7,2,0,0,4,0,2,346,1,1,0,false
3,1,0,0,0,1,21,0,804,1,40,0,true
1,1,0,0,0,0,1,0,457,1,10,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
1,1,0,0,0,0,1,0,185,2,6,0,true
3,1,0,0,0,1,0,0,37,3,6,0,false
3,1,1,0,0,0,3,0,883,1,13,0,true
4,3,0,0,0,2,1,1,27,1,3,0,false
3,2,0,0,0,1,3,0,45,2,6,0,false
3,1,0,0,0,1,0,0,957,2,40,0,true
21,22,1,2,0,0,2,7,957,2,8,0,false
3,1,0,0,0,1,2,0,804,1,20,0,true
3,1,0,0,0,1,38,0,185,2,15,0,false
3,1,0,0,0,1,0,0,883,1,7,0,false
3,1,0,0,0,1,0,0,805,1,9,0,false
3,1,0,0,0,1,0,0,37,2,6,0,false
5,2,0,0,0,2,0,4,457,4,53,0,true
3,1,0,0,0,1,50,0,629,2,51,0,true
3,1,0,0,0,1,0,1,1022,2,54,0,false
1,1,0,0,0,0,1,0,529,4,21,0,false
3,1,1,0,0,0,1,0,457,4,33,0,true
3,1,0,0,0,0,0,0,168,3,7,0,false
1,1,0,0,0,0,1,0,706,1,6,0,false
11,5,2,0,0,4,0,1,787,2,23,0,true
3,1,0,0,0,1,0,0,1081,2,15,0,false
2,1,0,0,0,0,0,0,334,2,10,0,false
3,1,0,0,0,1,2,1,45,3,8,0,false
11,2,0,0,1,1,9,6,785,1,56,0,true
3,1,0,0,0,1,2,1,334,2,9,0,false
3,2,0,0,0,0,2,1,785,1,56,0,true
4,2,1,0,0,1,0,0,957,1,7,0,false
4,2,1,2,0,1,2,0,436,1,3,0,true
3,1,0,0,0,0,0,0,45,3,7,0,false
3,1,0,0,0,1,0,1,706,1,13,0,false
5,3,0,0,0,1,1,2,457,3,16,0,false
3,1,0,0,0,1,0,0,883,1,7,0,false
3,2,0,0,0,0,0,1,1005,1,8,0,false
3,1,0,0,0,0,9,0,1022,1,39,0,false
3,1,0,0,0,1,29,0,612,1,8,0,false
1,1,0,0,0,0,1,0,529,3,17,0,false
10,7,7,2,0,3,0,2,37,2,2,0,false
3,1,0,0,0,1,1,0,1081,1,13,0,false
3,1,0,0,0,0,0,1,1005,1,8,0,false
32,7,10,0,1,1,1,6,1081,2,20,0,false
4,1,0,0,0,0,0,1,440,2,13,0,false
3,1,1,0,0,0,1,0,37,2,2,0,false
3,1,0,0,0,0,0,0,723,1,9,0,false
11,2,3,0,1,0,0,8,334,2,9,0,true
4,2,0,0,0,2,1,2,629,4,63,0,true
3,1,1,0,0,0,1,0,0,2,7,0,false
7,2,0,0,0,0,0,0,45,1,4,0,false
3,1,1,0,0,0,0,0,710,1,4,0,false
1,1,0,0,0,0,0,0,457,1,17,0,false
1,1,0,0,0,0,1,0,45,3,8,0,false
3,1,0,0,0,1,0,3,510,2,12,0,false
5,2,1,1,0,2,2,2,1081,8,108,0,false
3,1,0,0,0,1,0,0,168,2,9,0,true
1,1,0,0,0,0,0,0,457,1,8,0,false
14,6,6,0,0,1,1,0,755,2,7,0,false
1,1,0,0,0,0,0,0,529,4,21,0,false
